TweetProcessed,Keluhan,Respon,Other
begadang smp 0530 air blm ngocorkumaha pdam kmrn sore mandi masa pagi mandi,1.0,0.0,0.0
cc rt sdh lapor berkali2 tp tdk respongorong2 amblas jl turangga 25 malah diatasny dl trbuka jd pos,1.0,0.0,0.0
salute ama kang emil hari gin aja yg ras,0.0,0.0,1.0
rt cc rt sdh lapor berkali2 tp tdk respongorong2 amblas jl turangga 25 malah diatasny d,1.0,0.0,0.0
pa kalau tentara bangun penting imb das cibeunying lokasi jlcisokan,1.0,0.0,0.0
rt punten kantos lapor via twitter dbmp 18 nov simpang selokan sejajar jl dg gorong2 yg lintas jln h,1.0,0.0,0.0
rt geeg salute ama kang emil hari gin aja yg ras,0.0,0.0,1.0
kotabdg lampu tl per4an dagodipati ukur ruas du mati,1.0,0.0,0.0
top knp sih msh pd ngtot nntut prlakuan abslut dlm neg bragam smua pny hak hub sm sbg wn kl ursn agm msg2,0.0,0.0,1.0
heran ttangga dpan rumah jstru air limpah kmi stu rt smoga dpt selesai,1.0,0.0,0.0
selamat pagi kak masih inget hari apa yapp program dr pak nihhh yuk sepeda jumatbersepeda,0.0,0.0,1.0
tahun baru aya acara naon wae kang bandung,0.0,0.0,1.0
izin kapan pasang kursi jl dalem kaum,0.0,0.0,1.0
pakdidaerah rmh buang air kotormalah tutup sama rt nya gk didenger bwt bikin selokan ktnya biaya lg,1.0,0.0,0.0
pak banyak sampah pecah botol beling taman musik,1.0,0.0,0.0
rt geeg salute ama kang emil hari gin aja yg ras,0.0,0.0,1.0
tunggu follow up nya pak mohon dpt informasi air alir masalahthanks,0.0,1.0,0.0
kang emil sya sengaja kuliah bandung buat nyari damping hiduptpi kok blom dpet jugamohon solusi pak,0.0,0.0,1.0
rt plat b doyan nyampah hajar lah lapor pak,1.0,0.0,0.0
1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
unit damkar luncur 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
idem hampir sama masalah pilkada langsungdprd sikap ucap terlalu jauh,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
ga11rank bukan brdasar jlh siswatp brdasar jlh mblmtr mngantar siswajlh kend parkir d sklhampskitar sklh ekayudhistira,0.0,0.0,1.0
ga13 inovasi tdk hrs dg teknologisilahkn dipertimbangkanmsh rasional j78bukan 630karunya ekayudhistira,0.0,0.0,1.0
rt umarwkusuma ga13 inovasi tdk hrs dg teknologisilahkn dipertimbangkanmsh rasional j78bukan 630karunya ekayudh,0.0,0.0,1.0
rt angkut sampah tps jl ambon jaga bersma fasilitas publik dgn baik ht,0.0,1.0,0.0
perlu yg standby msh byk yg rokok sembarang puntung rokok dmn2,1.0,0.0,0.0
rt perlu yg standby msh byk yg rokok sembarang puntung rokok dmn2,1.0,0.0,0.0
perlu yg standby msh byk yg rokok sembarang puntung rokok dmn2 angkot,1.0,0.0,0.0
1250 trotoar belah kiri pake lahan parkir jalan kaum,1.0,0.0,0.0
pgn cpt naik cable car biar ga ketemu angkot yg supirnya ga mau renti ngerokok dinkes,1.0,0.0,0.0
rt bu lurah bdg pantau langsung lokasi bakar wilayah sukaasih rw04 thanx bu lurah cc https,0.0,0.0,1.0
rt giat bantu pam natal bbrp gereja 25122015 cc bdg,0.0,0.0,1.0
rt giat bantu pam natal bbrp gereja 25122015 cc bdg,0.0,0.0,1.0
1253 rt trotoar belah kiri pake lahan parkir jalan kaum,1.0,0.0,0.0
rt giat bantu pam natal bbrp gereja 25122015 cc bdg,0.0,0.0,1.0
rt 1253 rt trotoar belah kiri pake lahan parkir jalan kaum,1.0,0.0,0.0
rt 1253 rt trotoar belah kiri pake lahan parkir jalan kaum,1.0,0.0,0.0
rt 1253 rt trotoar belah kiri pake lahan parkir jalan kaum,1.0,0.0,0.0
bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc,0.0,0.0,1.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
arsitek amp owner gedung parkir pvj bandung kedah enggal ngalereskeun kam area parkir sd lantai 10,0.0,0.0,1.0
jalur soreangbanjaran burber dg cepat motormobil yg cukup tinggi bahaya jadi tiap hari,1.0,0.0,0.0
blh tuh paktaroh tugas pinggir jalan layang pasteur dpn makammotor lewat pinggir kirokanan,0.0,0.0,1.0
rt blh tuh paktaroh tugas pinggir jalan layang pasteur dpn makammotor lewat p,0.0,0.0,1.0
rutinitas selasajumat ambil sampah,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
pintu keluar gt toha traffic lightnya sering mati jln jd semrawut pak polisi cont,1.0,0.0,0.0
rt pgn cpt naik cable car biar ga ketemu angkot yg supirnya ga mau renti ngerokok,1.0,0.0,0.0
rt perlu yg standby msh byk yg rokok sembarang puntung rokok dmn2,1.0,0.0,0.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
rt rutinitas selasajumat ambil sampah,0.0,0.0,1.0
rt avanza f 1636 sk pergok 2x buang sampah d tol pasteur beli tempat sampah woy cc,1.0,0.0,0.0
misi pak saya bandung lihat banyak eksploitasi monyet topeng monyet kasi pak monyet tarik2,1.0,0.0,0.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
pa ari ayeuna nu ka bandung urg mana wae macet pa seeur plat b upam liburana ngarangge kendara umum mah sigana sae pa,0.0,0.0,1.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
main game uang penasaran klik aja,0.0,0.0,1.0
kang tadi liat mobil plat b buang sampah sembarang psr barupas tegur baik baik malah balik marah sebel da iihh,1.0,0.0,0.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
rt pak kalau mau bikin film documentary yg liput panjang jln cikutra amp cicadas blh gak mau k,0.0,0.0,1.0
rt masih ga percaya atulah selfie sama papih gbk persib,0.0,0.0,1.0
2512 urc pju baik lampu pju jl lengkong besar,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl oto iskandar dinata,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl cikawao,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl lengkong besar,0.0,1.0,0.0
teh gimana kang mobil2 plat luar enak parkir muter balik ga sopan santun gin,1.0,0.0,0.0
td sdh telp pdam jam 6 ngocor sejammohon jadwal tdk ubah rubah 503600670nuhun,0.0,0.0,1.0
punten kang jalan subang antapani seeur mobil nu parkir sembarang tempat ngagokan jalan mohon tindak,1.0,0.0,0.0
rt geeg salute ama kang emil hari gin aja yg ras,0.0,0.0,1.0
rt 1052 cc damkar rt bakar jlmohtohablm damkar,0.0,0.0,1.0
bau apa wow bau sampah at sekelimus batununggal bawa angin dri tps jlsekelimus barat mohon d perhati,1.0,0.0,0.0
rt bhendo bau apa wow bau sampah at sekelimus batununggal bawa angin dri tps jlsekelimus barat mohon d perhati,1.0,0.0,0.0
pak mobil kejatohan ranting pohon si jalan cemara selatan mhn perhati,1.0,0.0,0.0
pa emg klo baksil popotoan aja bayar goceng gt orang naha aku ngan popotoan aja diitghn sm jenis preman daerah sini,1.0,0.0,0.0
rt suarabdg via mobil kejatohan ranting pohon jl cemara selatan mhn perhati cc,1.0,0.0,0.0
rt suarabdg via mobil kejatohan ranting pohon jl cemara selatan mhn perhati cc,1.0,0.0,0.0
kang punten d rel kereta api jalan laswi bnyk yg uturn bikin macet tlg d aman tq,1.0,0.0,0.0
heuheu anak kmrn sok ngajarin toleransi sm walkot rt mantaaabh kang,0.0,0.0,1.0
rt 2512 urc cibeunyinglanjutan eru salur jl sundaveteran https,0.0,1.0,0.0
gb3 konsep smartcard bs awal langkah start 1krl bandungraya 2ongkos tmb 3beli barang d alfa amp indomrt,0.0,0.0,1.0
parkir tiap sore jl re martadinata bikin macet,1.0,0.0,0.0
pak jam operasional bis damri dr leuwipjg panjang dong pak naik angkot ga nyaman ngetem nya lama banget,1.0,0.0,0.0
bener,0.0,0.0,1.0
dari 2 hari kemarin komplain jawab iya sampai sama yg piket tp mana,1.0,0.0,0.0
sampai sy gak jumat gak air mandi,1.0,0.0,0.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
rt 2512 urc bojonagara lanjut baik jl dr djundjunan,0.0,1.0,0.0
mohon bantu segera pipa pdam pecah air luber alamat ruko setrasari plaza c no 3,1.0,0.0,0.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
lampu merah empat daerah dago d baik deket unikom mati mulu,1.0,0.0,0.0
mobil hoda jazz warna merah plat b nubruk hamil dipagerwangi trs kaburteu tanggung jawab,1.0,0.0,0.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
rt 2512 urc bojonagara lanjut baik jl dr djundjunan,0.0,1.0,0.0
rt 2512 urc cibeunying eru salur jl naripan,0.0,1.0,0.0
btp kpan indonesia mau maju klo stiap pmimpin yg krnya baik slalu adu domba,0.0,0.0,1.0
rt bersih nyaman tertib bandungbersih jaga bersih buang sampah pd tempat cc https,0.0,0.0,1.0
rt btp kpan indonesia mau maju klo stiap pmimpin yg krnya baik slalu a,0.0,0.0,1.0
rt btp kpan indonesia mau maju klo stiap pmimpin yg krnya baik slalu a,0.0,0.0,1.0
pak ningali tl mah air pdam babakansari teu ngalalocor tos teu ibak ti kamar pa tiasa bantos pak,1.0,0.0,0.0
terimakasih min info rt lo mau lembang ciater subang pake cikapali aja ga usah lewat bandung,0.0,0.0,1.0
pju jlveteran mulai simp sunda hingga ayan padam,1.0,0.0,0.0
rt btp kpan indonesia mau maju klo stiap pmimpin yg krnya baik slalu a,0.0,0.0,1.0
trotoar jl dalem kaum tadi sore,0.0,0.0,1.0
pak mohon dukung utk teman komunitas jadi emenolla2016 bantu rt aja pak d,0.0,0.0,1.0
kanggo wargi nu cai na teu ngocor2hayu ngadoa mugi dipasihan sabar sareng rizki kanggo ngadamel sumur borcc,1.0,0.0,0.0
teu acan ngocor wae dugi dinten ieupunten aya sasihpunten pis diantos dirorompokpunten,1.0,0.0,0.0
tiap sabtu amp ahad tdk keluar dgn nyaman krn macet yg tdk manusiawiitu benar jalur sepeda tlg atur,1.0,0.0,0.0
macet sebab tingkat volume kendara yg tuju kawasan lembang cc restabesbdg kotabdg,1.0,0.0,0.0
restabesbdg kotabdg masa dr ppr itb luar jln dago kl sabtu minggu 3060 mnthrs solusi u,1.0,0.0,0.0
rt restabesbdg kotabdg masa dr ppr itb luar jln dago kl sabtu minggu 3060 mnthrs,1.0,0.0,0.0
restabesbdg kotabdg jln jadi rusak berat akibat macet akhir pekan beban jalan terlalu berat,1.0,0.0,0.0
restabesbdg kotabdg bukan jln raya cuma jln kampung biasa ikan solusi u dago giri,0.0,0.0,1.0
kang emiltolong tata pasar ciroyom yg tengah jalansama pati ukur kalau pagi tengah jugabiar gak semrawut,1.0,0.0,0.0
0001 rt urc pju baik lampu pju jalan veteran,0.0,1.0,0.0
rt 0001 rt urc pju baik lampu pju jalan veteran,0.0,1.0,0.0
rt 0001 rt urc pju baik lampu pju jalan veteran,0.0,1.0,0.0
hari akan jadi hari esok dinkes,0.0,0.0,1.0
pak jalan dago arah lembang deket terminal macet parah tiap kali polisi cepe malu sama datang luar kota,1.0,0.0,0.0
rt bandung pak jalan dago arah lembang deket terminal macet parah tiap kali polisi cepe malu sama datang,1.0,0.0,0.0
rt 2512 urc pju baik lampu pju jl ibu inggit garnasih,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl asia afrika,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl naripan,0.0,1.0,0.0
rt 2512 urc pju baik lampu pju jl permata endah,0.0,1.0,0.0
pak wali usul kalo buat masjid panjang jalan soekarnohatta biar mudah utk yg mau luar bandung ibadah,1.0,0.0,0.0
kpn gilir pju jln parakam waas baik,1.0,0.0,0.0
hari air msh sering mati mohon info hrs hubung nuhun,1.0,0.0,0.0
mantap hatur nuhun rt harijanto urc pju baik lampu pju jl veteran,0.0,1.0,0.0
pak ditanyain mantan yg honeymoon gin bandros operasi mohon bantu jawab pak,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
punten bade tumaros kenapa klo hari2 besarlibur nasional air teh sok teu ngocor nuhun,1.0,0.0,0.0
suarabdg via air pdam wil neglasari cikutra sdh beberapa hari tdk ngocor mohon perhati cc,1.0,0.0,0.0
jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
rt jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
pawalipntn rada diprketat deui pengwlan mlm haritdi pukul 3 aksi begal jljkrta korbna pdgng psr lgsung mninggl ditmpt,1.0,0.0,0.0
rt jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
bdg cikapundung river point kudasayang sekali area pejal kaki,1.0,0.0,0.0
itu arti rute sdh byk tahu sbg alternatif buang dr jl lembang yg rajin macet,0.0,0.0,1.0
macet dago giri ngga polisi yg ngatur,1.0,0.0,0.0
dear kang emil jadi pungli parkir farmhouse bayar parkir per mobil rp 20ribu sekian,1.0,0.0,0.0
air pdam sdh 3 hr tdk alir daerah jl garu wulu dsk kel bbk sarimhn dbantu cc,1.0,0.0,0.0
jl wulu 2 no 27a mohon bantu pak,0.0,0.0,1.0
rt air pdam sdh 3 hr tdk alir daerah jl garu wulu dsk kel bbk sarimhn dbantu cc,1.0,0.0,0.0
dago giri upam teu lepat mah jln kampung nu ageungan,0.0,0.0,1.0
jembatan yg tdk design u mobil yg banyak kalau patah lebih beban gimana,1.0,0.0,0.0
harijanto wah ngga kang banyak jurang jalan sini sgt2 hancur bnyk lubang besar2,1.0,0.0,0.0
harijanto iya les kang eka jalan kampung yg lebar sedikit aspal u jalan kampung bayang kan,0.0,0.0,1.0
pak gmana cara kalau produk mau jadi merchandise kota bandung,0.0,0.0,1.0
nah tdk guna sbg jalan tembus krn mmg tdk design u,0.0,0.0,1.0
rt jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
rt jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
bdg bohlam lampu lalin mati bandung raya siapa yg gembok,1.0,0.0,0.0
cc rt 2 contoh guna trotoar baru jalan jakarta,0.0,0.0,1.0
rt cc rt 2 contoh guna trotoar baru jalan jakarta,0.0,0.0,1.0
rt cc rt 2 contoh guna trotoar baru jalan jakarta,0.0,0.0,1.0
jadi kemarin kebun binatang bandung waktu sana pulang sana bukan neng sedih awat kurang,1.0,0.0,0.0
husen 1129 pdam 5 hari air alir tepat jl wulu no 30 rt 6 rw 10 babakan sari cc,1.0,0.0,0.0
rt jangan parkir sembarang sudah banyak yg gembok lalin padat sabar bdg,0.0,0.0,1.0
6 hari air alir jl pacul 1 no6 rt 0911 babakan sari kircon mohon tindak lanjut,1.0,0.0,0.0
rt 6 hari air alir jl pacul 1 no6 rt 0911 babakan sari kircon mohon tindak lanjut,1.0,0.0,0.0
pak punten nu jalan suci depan sd cihaurgeulis 1 tk duren mohon beres masa kios tambal ban beres yg tdk,1.0,0.0,0.0
pas henti lampu merah belah taman baru sadar nama ubah jadi pas pati,0.0,0.0,1.0
aamiin pak jadi presiden pak jd preside dua x biar lanjut bangun,0.0,0.0,1.0
rt cc rt 2 contoh guna trotoar baru jalan jakarta,0.0,0.0,1.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
kang parkir di boleh cc kotabdg,1.0,0.0,0.0
pa kapan bandung jalan sepeda,0.0,0.0,1.0
mohon info beli semen warna bdg utk lapis trotoar warna sprti yg jl jkt hatur nuhun,0.0,0.0,1.0
di rw 08 kampus bbkn sari air tdk ngocor udah minggu pak tolong dooong,1.0,0.0,0.0
pastikarena angkot kotabdg,0.0,0.0,1.0
rt unjung taman alun2 padat masalah lama taat atur cc,0.0,0.0,1.0
kamil jalan kampus 6 no37 babakan sari kiaracondong,0.0,0.0,1.0
tah eta kang bangun cafe inap yg izin miris money talks,1.0,0.0,0.0
kang tkg parkir nembak trs harga nyaparkir sblh alun2,1.0,0.0,0.0
kafe lawang wangi inap kafe miring kafe salsepenginapan izin ngga tahu,1.0,0.0,0.0
bandung penuh ku pot bahkan trotoar yg dijadiin taman cc,1.0,0.0,0.0
kang dlm masjid agung bnyk yg piknik jd buat solat kotorwc amp tmpt wudhu bau pesing bnyk dagang dlm maha atuh yaa,1.0,0.0,0.0
dpn lawang wangi sdg dibgn inap area wisata ngga tahu izin,1.0,0.0,0.0
maha kang dago giri amp sekitar punclut sekitar tinggal tunggu wkt u hancur,0.0,0.0,1.0
rt kang cerah yg bagus sering hakim org tapi lupa koreksi diri kang emil top l,0.0,0.0,1.0
jlcikajang rayabdg 600m dg 20 polisitidur mohon tertib,1.0,0.0,0.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
mohon perhati jln kampus v bbk sari lbh dr minggu ledeng alir,1.0,0.0,0.0
barangkali yg kenal ibu nyari keluarga d hol cp 089681239845 kangepul cc bdg,0.0,0.0,1.0
mhn cek olh dpn patung tunas kelapa martadinata lubang yg ganggu kendara cc bdg,1.0,0.0,0.0
rt 2312 urc gedebage baik jl jupiter barat utama,0.0,1.0,0.0
andai bapa tau klo selokan daerah situgunting semua tutup rumahyg mmbuat bnyak sampah bawah bersangkutn,1.0,0.0,0.0
okeurg pilarian solusina hr senen jam 11 diantos dikantorstiap masalah solusi,0.0,0.0,1.0
rt okeurg pilarian solusina hr senen jam 11 diantos dikantorstiap masalah solusi,0.0,0.0,1.0
kang punten bade naros dup gali drainase jalan golf cipanjalu kunaon kie wae tos 3 bulan,1.0,0.0,0.0
rt okeurg pilarian solusina hr senen jam 11 diantos dikantorstiap masalah solusi,0.0,0.0,1.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
rt harijanto mhn cek olh dpn patung tunas kelapa martadinata lubang yg ganggu kendara cc bdg,1.0,0.0,0.0
rt s taxi gemah ripah bikin macet parkir lawan arah sukagalih,1.0,0.0,0.0
tlg buat pagar median jl ibrahim adji lampu merah binongstlh flyover kircon byk angkot ngetem tengah utk ambil muat,1.0,0.0,0.0
rt barangkali yg kenal ibu nyari keluarga d hol cp 089681239845 kangepul cc bdg,0.0,0.0,1.0
rt barangkali yg kenal ibu nyari keluarga d hol cp 089681239845 kangepul cc bdg,0.0,0.0,1.0
kotabdg tempat refleksiologi parkir trotoar jlsupratman mohon tertib,1.0,0.0,0.0
rt 2612 urc bojonagara pmasangn tegel difabel jl cihampelascicendo https,0.0,1.0,0.0
rt 2612 urc bojonagara baik jl sutami 1,0.0,1.0,0.0
rt 2612 urc bojonagara pmasangn tegel difabel jl cihampelascicendo https,0.0,1.0,0.0
min gimana kelanjutanya pju jln cipamikolan depan tb saluyu blm baik 1bulan lapor tdk tanggap,1.0,0.0,0.0
jl diponegoro kiri kanan jalan padat mobil jual sareukseuk kang,1.0,0.0,0.0
pak kalau komunitas org mau diskus dngn bpk kena smart city jadi cirebonsmartcity ga,0.0,0.0,1.0
gd3 yg plg hafalpa wali sdg aceh adlh pkl new pasar konsep trbuka dalem kaumwalk ekayudhistira,0.0,0.0,1.0
gara gara macet seuer motor narake kanu trotoar pa aku jadi sebel dech jalan ganggu,1.0,0.0,0.0
rt umarwkusuma gd3 yg plg hafalpa wali sdg aceh adlh pkl new pasar konsep trbuka dalem kaumwalk,0.0,0.0,1.0
wartabdg bandung caang akan rang 4600 pju,0.0,0.0,1.0
jl kampus v no 55 bbk sari kiaracondong,0.0,0.0,1.0
p wali hapunten mau ngasih lapor sugan solusi bdg sekarng lampu merah banyak amen yg memkasa eng aman,1.0,0.0,0.0
tos kenging nya pa reklame rokok tayang enggal keneh ieu pasang jl lengkong gg mail,1.0,0.0,0.0
rt tah eta kang bangun cafe inap yg izin miris,1.0,0.0,0.0
rt bdg wartabdg bandung caang akan rang 4600 pju,0.0,0.0,1.0
kircon babakansari lampu babakan sari 1 lampu pju nya padam mohon betul,1.0,0.0,0.0
ge8 bdgdikulibek dg jln kakisdhdr apa2 yg malamsiangsy twit yg perlu sy twitsy tdk twit apa yg tdk prlu,0.0,0.0,1.0
bdg babakansari 1 lampu jalan nya betul dong pak rawan celaka bnyk wrg keluh,1.0,0.0,0.0
kircon babakansari mohon y pak tuju bandung juara caang kota bdg,0.0,0.0,1.0
bukan spt yg jln hol buang2 duit nama,0.0,0.0,1.0
rt bdg wartabdg bandung caang akan rang 4600 pju,0.0,0.0,1.0
rt cc rt 2 contoh guna trotoar baru jalan jakarta,0.0,0.0,1.0
rt bukan spt yg jln hol buang2 duit nama,0.0,0.0,1.0
skrng teh cfn ga ko mas bnyak mobil,0.0,0.0,1.0
bdg lia sy suka jalan kaki meski paciweh trotoarnatp klo ngeluh mah moal aya ujungnaenjoyin ajah,0.0,0.0,1.0
rt udah jgn komplain kalo macet masuk lewat pasteur nuhun,0.0,0.0,1.0
apa daya kang cuma senyum liat sang istri selfie sama sahabat hati2wkwkwkkw,0.0,0.0,1.0
saya pikir sih daerah asia afrika alun2 tap jangan pake motor semua jalan kaki braga,0.0,0.0,1.0
at asia afrikasedih lihat sampah dmana mana nyata warga bndung msh kurang peduli andal relawanpetugas,1.0,0.0,0.0
kapan bandung nyamanlg utk pejal kakitertutama area layan umum cc,1.0,0.0,0.0
kang emil barusan naik kereta lokal jl laswi yg lempar kaca pake batungeri banget,1.0,0.0,0.0
di baksil sekarang tagih uang bersih ada yg nagih nagih tadi sore cc lia,1.0,0.0,0.0
kang ridwan bbrp mlm yg lalu temen bacok skumpuln pemuda brmotor jl lodaya sana sepi ga patroli polisi,1.0,0.0,0.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
lampu jln led padasuka nu enggal tos kikiceupan centil sadayana bhy jang kendara sbb jd lieur,1.0,0.0,0.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
slmt mlm paksy mw mmbrthkn klo stiap sbtu jlsdrmn dpn hipnosis spa trdpt perkmpln vespa tkt yg minm mirasmhn cek,1.0,0.0,0.0
tadi langsung rapat ramen jam 10hihikapan2 kang hayu lah,0.0,0.0,1.0
rt bdg wartabdg bandung caang akan rang 4600 pju,0.0,0.0,1.0
rt pulung yg tinggal roda jl asia afrika amp amen yg tangkap pak wali hukum push up https,0.0,0.0,1.0
opo iki hendra mw mmbrthkn stiap sbtu jlsdrmn dpn hipnosis spa trdpt perkmpln vespa tkt yg minm miras mhn cek,1.0,0.0,0.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
rt 2411 urc pju baik lampu pju jl buana sari raya,0.0,1.0,0.0
hari akan jadi hari esok dinkes,0.0,0.0,1.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
7hr air alir jl pacul 1 no6 rt 0911 babakan sari kircon mohon tindak lanjut,1.0,0.0,0.0
rt 2612 urc bojonagara baik jl sutami 1,0.0,1.0,0.0
rt 2612 urc bojonagara pmasangn tegel difabel jl cihampelascicendo https,0.0,1.0,0.0
bdg klo sekarang human free day alias mobil motor nya nyang mau olah raga ahaaaaay,0.0,0.0,1.0
dago mobil polisi n umhm masuk cfd pdhal banyak pejal kl mmg tdk cfd polisi mhn umum krn bahaya u pejal,1.0,0.0,0.0
selain lubang polisi tidur sangat menggangu,1.0,0.0,0.0
asli bahayain bnget gaada cfd banyak orang sepeda mobil motor satu jalan,1.0,0.0,0.0
rt asli bahayain bnget gaada cfd banyak orang sepeda mobil motor satu jalan https,1.0,0.0,0.0
jadi gimana kalau mau naik bus bandros cuma dua sama temen,0.0,0.0,1.0
rt asli bahayain bnget gaada cfd banyak orang sepeda mobil motor satu jalan https,1.0,0.0,0.0
nyata pemberitahuan pagi tadi restabesbdg tapi sayang,0.0,0.0,1.0
air dtg jam 2245 0425 loyohjnkmarau t bedaair payahpdam ttp buka jlr brt dtweetair t adaplnggn 00501800182,1.0,0.0,0.0
rt nyata pemberitahuan pagi tadi restabesbdg tapi sayang,0.0,0.0,1.0
pak hari minggu buka car free daydah bolos kerja pngn maen m keluarga malah dago ad kendara masuk,1.0,0.0,0.0
di cfd dago ga nyaman jalan2 bawa anak balitakendaraan umum bebas masuk,1.0,0.0,0.0
warga rw 04 cisaranten kulon kecarcamanik kerja bakti bangun masjid jam mhn doa,0.0,0.0,1.0
ampunnnn angkot 08 renti ngetem lampu hijau empat cigereleng pak,1.0,0.0,0.0
pa ridwan kapan jln yogyakarta antapani mau aspal pdhal tanda dr sblm lebarannuhun pa,1.0,0.0,0.0
kang ti tabuh 8 abdi cfd dago tos seeur kendara lalebeut,1.0,0.0,0.0
pananti mah penjagaanini aduh anak kecil ngararokosedih cc,1.0,0.0,0.0
serius bro aktivitas tengah trotoar bde antep wae,1.0,0.0,0.0
mohon cek pju jl bbk siliwangi 34 pju mati kiri jln jembatan arah ciumbuleuit infopju,1.0,0.0,0.0
1 pju mati jllaswi pju ke4 ke5 simpang gatsulaswi posisi spbu mohon cek infopju,1.0,0.0,0.0
2 pju jl ajar juang mati posisi simpang talaga bodas pp45 arah laswi infopju,1.0,0.0,0.0
rt 2612 urc bojonagara pmasangn tegel difabel jl cihampelascicendo https,0.0,1.0,0.0
rt 2612 urc bojonagara baik jl sutami 1,0.0,1.0,0.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
kotabdg mohon segera laku baik ada pihak baik,0.0,0.0,1.0
rt tim patroli bersih foto patroli moga warga yg buang sampah sembarang cc ht,0.0,0.0,1.0
pak wali kpn mulai benahin transportasi massal ayo thn 2016 buat resolusi pak utk benah angkut umum atur lalin,0.0,0.0,1.0
rt pak wali kpn mulai benahin transportasi massal ayo thn 2016 buat resolusi pak utk benah angkut umum penga,0.0,0.0,1.0
kapan pak bdg mulai bangun monorel ayo pak thn dpn pon kalo tata angkut umum blm laku macet,0.0,0.0,1.0
ythbapak mohon bantu trotoar jlahnasution panjang rsherminalp sukamiskin bolong2 besar,1.0,0.0,0.0
pak rk ibu sy td curhatpasar tradisional naik harga2nyagmna atuh pak klo sweeping solusi nggaatau hkm alam,0.0,0.0,0.0
